ID	LABEL	TEXT
905	body_internal_states-40.6	shake branch
906	peer-30.3	look under bed
907	unknown	put ring, book in sack
908	learn-14-1	read dusty scroll
909	slide-11.2-1-1	slide l
910	run-51.3.2	go to pig
911	split-23.2	cut cable
912	carry-11.4	pull weed
913	put_direction-9.4	drop third brick
914	roll-51.3.1	drop drill
915	unknown	plant bean in vegetable plot
916	roll-51.3.1	drop birdcage
917	sight-30.2	examine film projector
918	give-13.1-1	give candy to lizard
919	learn-14-2-1	learn fweep
920	push-12-1-1	press ignition
921	other_cos-45.4	open locket
922	roll-51.3.1	slide n
923	unknown	get hydrant
924	other_cos-45.4	open secret panel
925	learn-14-1	read diary
926	peer-30.3	look in pocket
927	escape-51.1-1	enter waterfall
928	funnel-9.3-2-1	push moldy s
929	give-13.1-1	give corn to bird
930	unknown	krebf shredded scroll
931	unknown	blorple 1
932	preparing-26.3-2	pour cold porridge in gigantic bowl
933	unknown	take celery
934	unknown	bekdab golem
935	roll-51.3.1	move lighted portrait
936	crane-40.3.2	close access panel
937	push-12-1-1	press 3
938	sight-30.2	examine huge bed
939	unknown	get link
940	roll-51.3.1	turn sceptre
941	put_direction-9.4	drop emerald
942	run-51.3.2	slide ticket under front
943	unknown	vardik me
944	unknown	get knife
945	unknown	put guano in cannon
946	cut-21.1-1	cut line with dagger
947	push-12-1-1	press lever
948	sight-30.2	x ladder
949	unknown	gnusto krebf spell
950	roll-51.3.1	drop buoy
951	put_direction-9.4	drop blanket
952	sight-30.2	x stalk
953	slide-11.2-1-1	slide t
954	transfer_mesg-37.1.1	show warranty
955	other_cos-45.4	open shield
956	peer-30.3	look through binoculars at shelter
957	throw-17.1-1-1	throw it at rabbit
958	carve-21.2-2	drill safe with drill
959	disassemble-23.3	unlock box with key
960	unknown	take raincoat
961	sight-30.2	x bladder
962	spatial_configuration-47.6	open can
963	give-13.1-1	give toy to sydney
964	funnel-9.3-2-1	push wand
965	unknown	get on couch
966	eat-39.1-2	drink potion
967	sight-30.2	x chopper
968	modes_of_being_with_motion-47.3	wave stick
969	other_cos-45.4	close matchbook
970	learn-14-1	read envelope
971	unknown	caskly hut
972	remove-10.1	pry sixth rib with sword
973	tape-22.4	tie chest to rope
974	crane-40.3.2	open locket
975	put_direction-9.4	drop myrrh
976	roll-51.3.1	drop keys
977	other_cos-45.4	open tank
978	unknown	get book
979	put_direction-9.4	drop lamp
980	other_cos-45.4	open case
981	give-13.1-1	give amulet to bum
982	roll-51.3.1	drop pager
983	fill-9.8	douse lamp
984	peer-30.3	listen
985	other_cos-45.4	open throttle
986	break-45.1	break branch
987	carry-11.4-1-1	push left button
988	sight-30.2	x bubble
989	put_direction-9.4	drop wine
990	push-12-1-1	press white panel
991	unknown	vaxum adventurer
992	learn-14-2-1	read red scroll
993	unknown	get ticket
994	remove-10.1	remove skis
995	say-37.7-1	eddie, hello
996	unknown	lobal me
997	exist-47.1-1	wait
998	sight-30.2	watch video
999	crane-40.3.2	open matchbook
1000	other_cos-45.4	open telescope
1001	unknown	insert cube in opening
1002	unknown	put tobacco in pipe
1003	escape-51.1-1	enter boat
1004	learn-14-1	read writings
1005	scribble-25.2	write 12 on cube
1006	spatial_configuration-47.6	open guage
1007	assuming_position-50	lie down in front of bulldozer
1008	search-35.2	search crates
1009	disassemble-23.3	unlock drawer
1010	unknown	hold breath
1011	get-13.5.1	buy electromagnet
1012	learn-14-2-1	read muddy scroll
1013	unknown	get in web
1014	investigate-35.4	x chest
1015	put_direction-9.4	drop flask
1016	throw-17.1-1-1	throw iron key at cat
1017	roll-51.3.1	drop chain
1018	crane-40.3.2	open stone door
1019	unknown	get cheese
1020	other_cos-45.4	clean podium
1021	other_cos-45.4	burn string
1022	unknown	get in bucket
1023	learn-14-2-1	learn izyuk
1024	put_direction-9.4	drop paper
1025	unknown	tell floyd to get shiny board
1026	learn-14-1	read ripped
1027	put_direction-9.4	drop cutter, flask and axe
1028	search-35.2	search pocket
1029	spatial_configuration-47.6	open toolkit
1030	crane-40.3.2	close plate
1031	unknown	take scrawled
1032	learn-14-2-1	read letter
1033	spatial_configuration-47.6	open book
1034	roll-51.3.1	roll statue ne
1035	unknown	get new battery
1036	unknown	look up wilhelm in record
1037	sight-30.2	x juke
1038	put_direction-9.4	drop knife
1039	other_cos-45.4	open box with tool
1040	roll-51.3.1	drop box
1041	unknown	cuss
1042	unknown	get particule
1043	unknown	set dial to 776
1044	sight-30.2	examine fin
1045	push-12-1-1	push pine panel
1046	search-35.2	search fountain
1047	say-37.7-1	aragon
1048	roll-51.3.1	drop cap
1049	slide-11.2-1-1	slide i
1050	murder-42.1-1	kill dragon
1051	other_cos-45.4	close link
1052	crane-40.3.2	open secret door
1053	unknown	offer 300
1054	fulfilling-13.4.1	show box to guard
1055	other_cos-45.4	open window with wrench
1056	unknown	get interface
1057	crane-40.3.2	open wallet
1058	push-12-1-1	push autopilot button
1059	unknown	put trophy in depression
1060	sight-30.2	x shape
1061	unknown	put silver in slot
1062	unknown	look up eustacia in album
1063	unknown	get map
1064	unknown	take bowl
1065	investigate-35.4	x sheet
1066	unknown	take cube
1067	unknown	click ftp
1068	unknown	ask bum about himself
1069	other_cos-45.4	open navy-blue box
1070	learn-14-1	read torn
1071	unknown	get bauble
1072	spatial_configuration-47.6	open washing machine
1073	give-13.1-1	give jewels to guard
1074	learn-14-2-1	read gray scroll
1075	other_cos-45.4	open matchbox
1076	other_cos-45.4	open office door
1077	unknown	click on paper
1078	give-13.1-1	give bone to poodle
1079	slide-11.2	move rail with bar
1080	funnel-9.3-2-1	push pet
1081	fulfilling-13.4.1	show ruby to pigeon
1082	unknown	get printer
1083	unknown	offer 400
1084	sight-30.2	examine dusty book
1085	sight-30.2	examine door
1086	unknown	take thorn
1087	sight-30.2	examine sculpture
1088	investigate-35.4	x contraption
1089	eat-39.1-2	drink beer
1090	escape-51.1-1	enter right end of plank
1091	crane-40.3.2	open orange vial
1092	unknown	put red sphere in pot
1093	peer-30.3	look under table
1094	put-9.1-2	put it on hand
1095	unknown	ask holmes about ash
1096	spatial_configuration-47.6	open carton
1097	put_direction-9.4	drop meter
1098	peer-30.3	look at bookshelf
1099	put_direction-9.4	drop all but candle
1100	sight-30.2	note vomit
1101	spatial_configuration-47.6	open pot
1102	simple_dressing-41.3.1	wear sack
1103	push-12-1-1	press green
1104	put_direction-9.4	drop drive
1105	crane-40.3.2	close matchbook
1106	say-37.7-1	exodus
1107	tape-22.4	tie tinsel to coin
1108	unknown	put toner in slot
1109	investigate-35.4	x kite
1110	get-13.5.1	beetlebaum
1111	push-12-1-1	press start
1112	crane-40.3.2	open lid
1113	learn-14-1	learn snavig
1114	say-37.7-1	guard, hello
1115	push-12-1-1	press switch a
1116	unknown	point to key
1117	put_direction-9.4	drop anchor
1118	disassemble-23.3	unlock it with gothic key
1119	unknown	take coal
1120	preparing-26.3-2	pour hot porridge in gigantic bowl
1121	fill-9.8	fill jug
1122	learn-14-2-1	read waxy scroll
1123	investigate-35.4	examine rope
1124	say-37.7-1	latitude is 25
1125	unknown	put diamond in case
1126	investigate-35.4	x block
1127	unknown	take bean pole
1128	give-13.1-1	give violin, necklace, ruby, stamp, zorkmid, crown and dragon to demon
1129	unknown	take shield
1130	put-9.1-2	put mail on satchel
1131	remove-10.1	remove gas mask
1132	remove-10.1	remove fifth brick
1133	sight-30.2	x plate
1134	unknown	take spell book from zipper
1135	carve-21.2-2	chop tree
1136	unknown	no
1137	tape-22.4	lock cabinet with key
1138	sight-30.2	x bushes
1139	unknown	turn drill off
1140	put_direction-9.4	drop green
1141	learn-14-1	read notes
1142	disassemble-23.3	unlock filing cabinet with key
1143	banish-10.2	remove armour
1144	peer-30.3	look under stairs
1145	escape-51.1-1	enter hole
1146	sight-30.2	x papers
1147	push-12-1	pull leaves
1148	peer-30.3	look behind tapestry
1149	unknown	put all in toolkit
1150	sight-30.2	x murals
1151	spatial_configuration-47.6	open coffin
1152	investigate-35.4	x computers
1153	push-12-1-1	push tree north
1154	other_cos-45.4	adventurer, open door
1155	crane-40.3.2	open cabinet
1156	unknown	ask tip for tool
1157	unknown	ask belboz about figure
1158	learn-14-1	learn foblub
1159	disassemble-23.3	unlock cage
1160	say-37.7-1	tina, hello
1161	escape-51.1-1	enter window
1162	assuming_position-50	lie down
1163	push-12-1	pull antenna
1164	funnel-9.3-2-1	push statue n
1165	say-37.7-1	blizzard
1166	roll-51.3.1	turn ring to third symbol
1167	simple_dressing-41.3.1	wear fur
1168	unknown	insert emerald cluster in third hole
1169	unknown	turn drill on
1170	assuming_position-50	sit on chair
1171	investigate-35.4	x book
1172	run-51.3.2	jump lake
1173	unknown	get microphone
1174	banish-10.2	remove balls
1175	other_cos-45.4	close cabinet
1176	push-12-1-1	press 2
1177	sight-30.2	x boat
1178	investigate-35.4	x metal thing
1179	unknown	take crumpled
1180	spatial_configuration-47.6	open quartz cover
1181	split-23.2	cut branch with knife
1182	unknown	ask allarah about jewel
1183	carry-11.4-1-1	push statue
1184	transfer_mesg-37.1.1	show mouse to elephant
1185	other_cos-45.4	open chest
1186	sight-30.2	x temple
1187	unknown	get vial, calendar and matchbook
1188	unknown	put battery in panel
1189	put_direction-9.4	drop card
1190	unknown	take ash tray
1191	spatial_configuration-47.6	open car
1192	spatial_configuration-47.6	open william coffin
1193	peer-30.3	look in nest
1194	disassemble-23.3	unlock handcuffs with key
1195	sight-30.2	x shelf
1196	unknown	get chisel
1197	unknown	take sticker
1198	learn-14-1	read tag
1199	put_direction-9.4	drop pigeon
1200	unknown	get diamond cluster
1201	unknown	get dumbells
1202	investigate-35.4	examine film projector
1203	crane-40.3.2	open dresser
1204	carry-11.4-1-1	push painting
1205	sight-30.2	x pile
1206	roll-51.3.1	drop all but lens
1207	carry-11.4-1-1	push bunk
1208	roll-51.3.1	drop umbrella
1209	investigate-35.4	examine dish
1210	roll-51.3.1	turn dial to 11
1211	touch-20-1	lick pet
1212	roll-51.3.1	drop flashlight
1213	push-12-1-1	press switch b
1214	unknown	get pillow
1215	sight-30.2	x robot
1216	roll-51.3.1	drop popcorn
1217	get-13.5.1	buy sandwich
1218	sight-30.2	examine lever
1219	split-23.2	cut flower
1220	wipe_manner-10.4.1-1	rub lamp
1221	unknown	put shiny in pot
1222	put-9.1-2	put sweater on table
1223	unknown	get glass
1224	unknown	put bladder in sack
1225	put_direction-9.4	drop lantern
1226	search-35.2	search sludge
1227	put_direction-9.4	drop remote control
1228	transfer_mesg-37.1.1	show file to district attorney
1229	investigate-35.4	examine fireplace
1230	unknown	set right dial to 4
1231	roll-51.3.1	drop telescope
1232	unknown	take white scroll
1233	fulfilling-13.4.1	show egg to adventurer then east
1234	give-13.1-1	give paper to gnome
1235	other_cos-45.4	open car
1236	simple_dressing-41.3.1	wear sweater
1237	sight-30.2	x porous wall
1238	run-51.3.2	slide teleportation card through slot
1239	put_direction-9.4	drop shovel
1240	escape-51.1-1	enter access panel
1241	give-13.1-1	give rose to knight
1242	unknown	take 10
1243	sight-30.2	examine thin man
1244	unknown	put round stone into grating
1245	unknown	put torch in case
1246	spatial_configuration-47.6	open curtains
1247	peer-30.3	look at paintings
1248	unknown	point sacrifice at board
1249	roll-51.3.1	drop screwdriver
1250	learn-14-1	learn zemdor
1251	roll-51.3.1	slide upper card through slot
1252	roll-51.3.1	drop pipe
1253	investigate-35.4	x statue
1254	unknown	take shroud
1255	unknown	take scrap
1256	get-13.5.1	buy ticket
1257	unknown	get bottle
1258	unknown	take probe
1259	simple_dressing-41.3.1	wear balls
1260	push-12-1-1	push piano south
1261	unknown	berknip
1262	unknown	get epic poem
1263	put_direction-9.4	drop candle
1264	unknown	get all cards
1265	unknown	take toner
1266	learn-14-1	read moldy book
1267	unknown	blorple 11
1268	unknown	insert slide in it
1269	unknown	take safe
1270	roll-51.3.1	drop bladder
1271	learn-14-2-1	read stained scroll
1272	talk-37.5	talk to woman
1273	run-51.3.2	west
1274	say-37.7-1	say boo
1275	unknown	put jar in purse
1276	unknown	take amethysts
1277	unknown	get corn
1278	learn-14-2-1	read dirty scroll
1279	roll-51.3.1	move moose
1280	investigate-35.4	x brick
1281	other_cos-45.4	empty zipper into sack
1282	unknown	oozelumny
1283	roll-51.3.1	turn dial left
1284	peer-30.3	look at stephanie
1285	unknown	get maiden
1286	investigate-35.4	x ladder
1287	slide-11.2-1-1	slide kitchen card through slot
1288	unknown	gloth dough
1289	investigate-35.4	x pedestal
1290	throw-17.1-1-1	throw rock at stick
1291	sight-30.2	x camera
1292	disassemble-23.3	unlock chest with brass key
1293	sight-30.2	x mukhtar
1294	roll-51.3.1	drop gigantic bowl
1295	hit-18.1-1	strike rod of ice
1296	carry-11.4-1-1	push dusty n
1297	learn-14-1	read hieroglyphs
1298	learn-14-1	learn melbor
1299	escape-51.1-1	exit
1300	put_direction-9.4	drop ladder
1301	scribble-25.2	type 0628 on laptop
1302	unknown	take gold box
1303	unknown	get orb
1304	say-37.7-1	say carte
1305	give-13.1-1	give money to hawker
1306	investigate-35.4	x clover
1307	roll-51.3.1	drop painting
1308	scribble-25.2	write 7 on cube
1309	knead-26.5	whip smooth lion
1310	investigate-35.4	examine machine
1311	put-9.1-2	put gold coin on right
1312	push-12-1-1	push table s
1313	disassemble-23.3	unlock door with wrought iron key
1314	banish-10.2	remove clothes
1315	other_cos-45.4	close door
1316	put_direction-9.4	drop rusty knife
1317	peer-30.3	listen to girl
1318	sight-30.2	examine corpse
1319	unknown	get spar
1320	funnel-9.3-2-1	push joystick west
1321	push-12-1-1	push golden machine east
1322	learn-14-1	learn lleps
1323	search-35.2	search grass
1324	push-12-1-1	push red
1325	sight-30.2	x stove
1326	unknown	turn off saw
1327	spatial_configuration-47.6	stand in line
1328	escape-51.1-1	enter dory
1329	unknown	put brown rod in hole
1330	unknown	take hand
1331	unknown	turn radio on
1332	search-35.2	search wine rack
1333	unknown	get out of web
1334	unknown	put all in thing
1335	push-12-1-1	push golden machine south
1336	funnel-9.3-2-1	push yellow
1337	put_direction-9.4	drop pearl
1338	put_spatial-9.2-1	lean ladder against fence
1339	crane-40.3.2	open oven
1340	learn-14-2-1	learn exex
1341	sight-30.2	x pan
1342	other_cos-45.4	open tin
1343	put_direction-9.4	drop head
1344	slide-11.2	move cover
1345	push-12-1-1	push ball south
1346	unknown	put red sphere in ruby stand
1347	give-13.1-1	give magazine to madman
1348	unknown	get kitchen card and upper card
1349	put_direction-9.4	drop teapot
1350	peer-30.3	look at shadow
1351	peer-30.3	look at mural
1352	banish-10.2	remove suit
1353	unknown	take kitten
1354	crane-40.3.2	close receptacle
1355	investigate-35.4	examine switch
1356	run-51.3.2	climb can
1357	slide-11.2-1-1	slide ticket under front
1358	carry-11.4-1-1	push ball southwest
1359	unknown	take yellow powder
1360	roll-51.3.1	drop suit
1361	sight-30.2	x screen
1362	unknown	get rod of life
1363	unknown	put small plug in plotter
1364	unknown	put bar in case
1365	break-45.1	break ampoule
1366	spatial_configuration-47.6	open torch
1367	roll-51.3.1	drop all but pager
1368	unknown	turn on light
1369	escape-51.1-1	enter door
1370	unknown	look up verlac
1371	learn-14-2-1	read vellum scroll
1372	learn-14-2-1	read torn square
1373	give-13.1-1	give note to man
1374	split-23.2	cut green with scalpel
1375	spatial_configuration-47.6	open cover
1376	run-51.3.2	south
1377	put_direction-9.4	drop calendar
1378	unknown	get note
1379	investigate-35.4	x plants
1380	other_cos-45.4	open crate with poker
1381	crane-40.3.2	open lab uniform
1382	fulfilling-13.4.1	show blue to trent
1383	sight-30.2	x female
1384	unknown	zifmia adventurer
1385	unknown	turn on videophone
1386	learn-14-2-1	read memo
1387	investigate-35.4	x device
1388	investigate-35.4	examine flytrap
1389	unknown	get pliers
1390	sight-30.2	examine tiny metal
1391	other_cos-45.4	open jar
1392	give-13.1-1	give blue goblet to butler
1393	crane-40.3.2	close valve
1394	sight-30.2	examine icicles
1395	put_direction-9.4	drop notice
1396	unknown	get down
1397	roll-51.3.1	turn knob to high
1398	pour-9.5	pour water on beanstalk
1399	fulfilling-13.4.1	show note to charles
1400	learn-14-2-1	read sticker
1401	transcribe-25.4	type "bleem"
1402	simple_dressing-41.3.1	wear veil
1403	unknown	get bricks
1404	roll-51.3.1	drop emerald
1405	other_cos-45.4	open jeep
1406	simple_dressing-41.3.1	wear it
1407	unknown	ask male about invitation
1408	investigate-35.4	x shelves
1409	carry-11.4-1-1	push golden machine east
1410	put_direction-9.4	drop knife and crowbar
1411	investigate-35.4	x toner
1412	unknown	port
1413	remove-10.1	remove old battery
1414	sight-30.2	examine sapphire
1415	sight-30.2	x books
1416	hit-18.1-1	hit board
1417	split-23.2	cut rope with knife
1418	roll-51.3.1	drop mine
1419	unknown	get crumpled scroll
1420	learn-14-1	read scrawled
1421	unknown	point at vodka
1422	unknown	untie chain
1423	learn-14-2-1	learn egdelp
1424	investigate-35.4	examine coffin
1425	sight-30.2	x servers
1426	knead-26.5	sharpen knife on rock
1427	other_cos-45.4	close outer
1428	unknown	gnusto zemdor
1429	funnel-9.3-2-1	push pine panel
1430	preparing-26.3-2	pour water on detective
1431	unknown	get gold
1432	sight-30.2	x counter
1433	sight-30.2	examine hive
1434	put-9.1-2	put it on tomb
1435	put_direction-9.4	raise basket
1436	investigate-35.4	x watch
1437	unknown	get golden chalice
1438	learn-14-2-1	read news in newspaper
1439	push-12-1-1	push dispenser button
1440	crane-40.3.2	open cube
1441	crane-40.3.2	close reactor
1442	carry-11.4-1-1	push boulder
1443	roll-51.3.1	slide miniaturization card through slot
1444	investigate-35.4	examine blue statuette
1445	roll-51.3.1	drop candle
1446	other_cos-45.4	open washing machine with poker
1447	unknown	get star
1448	unknown	again
1449	push-12-1-1	push it south
1450	roll-51.3.1	turn door
1451	put_direction-9.4	drop beer can
1452	spatial_configuration-47.6	open jeep
1453	sight-30.2	examine bird
1454	sight-30.2	x fungus
1455	put-9.1-2	put raisins on celery
1456	put_spatial-9.2-1	sit on dragon
1457	roll-51.3.1	drop mirror
1458	put_direction-9.4	drop bottle
1459	carry-11.4-1-1	push poseidon northeast
1460	carry-11.4-1-1	push second switch
1461	unknown	click lpr
1462	unknown	get tobacco,knife,pipe
1463	unknown	get all from demijohn
1464	investigate-35.4	examine wardrobe
1465	unknown	get crossbow
1466	unknown	feeyuk me
1467	investigate-35.4	x bay
1468	unknown	get container
1469	disassemble-23.3	unlock toolshed with small key
1470	preparing-26.3-2	pour fluid in hole
1471	learn-14-1	read leaflet
1472	put_direction-9.4	drop banana
1473	put_direction-9.4	drop portrait and bills
1474	spatial_configuration-47.6	open closet
1475	investigate-35.4	examine symbols
1476	spatial_configuration-47.6	open it
1477	put_direction-9.4	drop pickaxe
1478	fulfilling-13.4.1	show warranty
1479	investigate-35.4	examine toadstool
1480	bump-18.4	strike rod of ice
1481	investigate-35.4	examine notice
1482	put_direction-9.4	drop fish
1483	put_direction-9.4	drop radio and pole
1484	put_direction-9.4	drop zm$100000
1485	unknown	take paper with pole
1486	preparing-26.3-2	pour water in silver chalice
1487	unknown	put ladder across rift
1488	say-37.7-1	say kaluze
1489	unknown	get bracelet
1490	put_direction-9.4	drop stool and bucket
1491	sight-30.2	examine splinter
1492	unknown	put garlic in cauldron
1493	peer-30.3	look in crypt
1494	roll-51.3.1	drop map
1495	search-35.2	search refuse
1496	unknown	drive to the monument
1497	exist-47.1-1	dungeon master, wait
1498	disassemble-23.3	unlock door with steel key
1499	sight-30.2	x pair
1500	roll-51.3.1	turn selkis
1501	carry-11.4-1-1	push west wall
1502	sight-30.2	examine fence
1503	crane-40.3.2	open claws
1504	unknown	ask proprietor about amulet
1505	investigate-35.4	x river
1506	put_direction-9.4	drop box
1507	investigate-35.4	x lever
1508	crane-40.3.2	open door with crowbar
1509	crane-40.3.2	open filing cabinet
1510	put_direction-9.4	drop jewelry
1511	put_direction-9.4	lift seat
1512	roll-51.3.1	drop garlic
1513	unknown	turn on engine
1514	sight-30.2	x boots
1515	crane-40.3.2	open forge
1516	unknown	ask tip about grid
1517	sight-30.2	x blocks
1518	unknown	put blue sphere in sapphire stand
1519	unknown	put flimsy scroll in zipper
1520	carry-11.4-1-1	push south wall
1521	unknown	take egg
1522	peer-30.3	listen to wall
1523	investigate-35.4	x window
1524	unknown	take off jacket
1525	give-13.1-1	give coin to bartender
1526	simple_dressing-41.3.1	wear them
1527	unknown	take robe
1528	run-51.3.2	norbert
1529	other_cos-45.4	open dresser
1530	roll-51.3.1	drop crayon and pacquet
1531	simple_dressing-41.3.1	wear gown
1532	put_spatial-9.2-1	sit in medium-sized chair
1533	investigate-35.4	x bladder
1534	unknown	gnusto gloth
1535	sight-30.2	x slabs
1536	fulfilling-13.4.1	show torch to gnome
1537	unknown	insert beam in niches
1538	run-51.3.2	go to gnome
1539	put-9.1-2	put pack on gum
1540	unknown	take all from chest
1541	slide-11.2-1-1	slide o
1542	other_cos-45.4	open clam with trident
1543	feeding-39.7	feed birds
1544	see-30.1	smell it
1545	push-12-1-1	push statue n
1546	unknown	pick cuffs with needle
1547	push-12-1-1	push painting
1548	unknown	put amber in socket
1549	other_cos-45.4	open metal cover
1550	sight-30.2	x coin
1551	unknown	ask male about officer
1552	unknown	fie
1553	peer-30.3	l in hatch
1554	other_cos-45.4	dragon, open door
1555	unknown	save mp4
1556	unknown	rezrov gate
1557	put-9.1-2	put key on keyring
1558	other_cos-45.4	open cover
1559	crane-40.3.2	close panel
1560	break-45.1	tear it
1561	see-30.1	smell smoke
1562	assuming_position-50	lie in bed
1563	unknown	ask dragon about white
1564	learn-14-2-1	learn frotz
1565	unknown	blorple 5
1566	touch-20-1	touch pad
1567	sight-30.2	examine boulders
1568	investigate-35.4	x arrangement
1569	chase-51.6	follow pig
1570	unknown	get blanket
1571	investigate-35.4	examine statue
1572	unknown	take butter
1573	investigate-35.4	x mural
1574	unknown	put coin in net
1575	unknown	take smoke rod
1576	other_cos-45.4	open pot
1577	learn-14-2-1	read moldy book
1578	put-9.1-2	put pallet on boulder
1579	put_direction-9.4	lower grate
1580	crane-40.3.2	open jewelry box
1581	investigate-35.4	x coat
1582	unknown	take headdress
1583	spatial_configuration-47.6	open container
1584	sight-30.2	examine volt meter
1585	crane-40.3.2	open bio-lock door
1586	transfer_mesg-37.1.1	show invitation to butler
1587	roll-51.3.1	turn crank
1588	put_direction-9.4	drop bag
1589	spatial_configuration-47.6	open pouch
1590	unknown	put sketch in projector
1591	other_cos-45.4	close plate
1592	hurt-40.8.3-2	prick dummy
1593	funnel-9.3-2-1	push boulders
1594	banish-10.2	remove padlock
1595	unknown	get letter opener
1596	unknown	light torch with newspaper
1597	escape-51.1-1	enter dumb waiter
1598	investigate-35.4	x body
1599	spatial_configuration-47.6	open cell door
1600	tape-22.4	tie rope to timber
1601	sight-30.2	x frank
1602	tape-22.4	lock door with key
1603	unknown	put rasp into thing
1604	unknown	plant fluff in flowerpot
1605	unknown	get sash
1606	unknown	gnusto egdelp
1607	sight-30.2	x key
1608	unknown	get gloves and crowbar
1609	unknown	take spreadsheet
1610	stalk-35.3	smell car
1611	unknown	reach into hole
1612	unknown	caskly chewed scroll
1613	banish-10.2	remove fused bedistor with pliers
1614	carry-11.4	pull pin
1615	crane-40.3.2	open toolshed
1616	put_direction-9.4	drop soap
1617	investigate-35.4	examine pedestal
1618	unknown	ask wiggins to get garnet
1619	unknown	put it in projector
1620	modes_of_being_with_motion-47.3	wave pole
1621	spatial_configuration-47.6	open wooden door
1622	unknown	get invitation
1623	funnel-9.3-2-1	push bunk
1624	spatial_configuration-47.6	open royal-blue box
1625	put_direction-9.4	lower ladder
1626	sight-30.2	x writing
1627	unknown	get bladder
1628	knead-26.5	shake lamp
1629	put_direction-9.4	drop all except radio
1630	investigate-35.4	examine hooks
1631	investigate-35.4	examine herbs
1632	put-9.1-2	put magnet on mine
1633	tape-22.4	tie rope to rod
1634	sight-30.2	x coffee
1635	spatial_configuration-47.6	dragon, open door
1636	other_cos-45.4	open lab door
1637	unknown	blast
1638	roll-51.3.1	move slab
1639	roll-51.3.1	turn ring to sixth symbol
1640	unknown	point east
1641	unknown	get envelope
1642	unknown	put it in bag
1643	learn-14-1	read letter
1644	learn-14-1	learn egdelp
1645	push-12-1-1	push table e
1646	fulfilling-13.4.1	show green to trent
1647	break-45.1	break bubble with axe
1648	investigate-35.4	examine post
1649	learn-14-2-1	learn bekdab
1650	investigate-35.4	examine carvings
1651	investigate-35.4	x officer
1652	investigate-35.4	examine shroud
1653	funnel-9.3-2-1	push coffin w
1654	give-13.1-1	demon, give me wand
1655	unknown	light gas
1656	appear-48.1.1	wake gnome
1657	unknown	put emerald in case
1658	sight-30.2	x card
1659	get-13.5.1	buy peanuts
1660	sight-30.2	examine fawkes
1661	sight-30.2	x magazines
1662	roll-51.3.1	drop wet suit
1663	unknown	ask george about frank
1664	unknown	get milkbottle
1665	carry-11.4-1-1	push wand
1666	investigate-35.4	x technician
1667	unknown	get flask
1668	investigate-35.4	x self
1669	shake-22.3-2	sharpen knife on rock
1670	preparing-26.3-2	pour wine in blue goblet
1671	investigate-35.4	x globe
1672	remove-10.1	remove new brick with crowbar
1673	put_direction-9.4	drop spectacles
1674	crane-40.3.2	open box with tool
1675	investigate-35.4	examine bookcase
1676	spatial_configuration-47.6	open outer
1677	crane-40.3.2	open tube
1678	crane-40.3.2	open can
1679	split-23.2	cut line with axe
1680	unknown	gnusto taclor
1681	learn-14-2-1	read back of blue paper
1682	sight-30.2	x drain
1683	sight-30.2	x skeleton
1684	unknown	get red, blue and green cake
1685	transfer_mesg-37.1.1	show card to librarian
1686	unknown	put torch in basket
1687	crane-40.3.2	close pizza box
1688	roll-51.3.1	drop pot
1689	unknown	put knife in purse
1690	crane-40.3.2	open carton
1691	modes_of_being_with_motion-47.3	wave spindle
1692	unknown	put book in cabinet
1693	unknown	rewind tape
1694	knead-26.5	melt head with torch
1695	unknown	google it
1696	crane-40.3.2	close raincoat
1697	unknown	focus slide lens
1698	unknown	get pillar
1699	unknown	take newspaper
1700	unknown	put packet in pot
1701	hit-18.1-1	strike rod of husbandry
1702	remove-10.1	remove padlock
1703	knead-26.5	wind canary
1704	run-51.3.2	climb ladder
1705	sight-30.2	x column
1706	throw-17.1-1-1	throw rope into chute
1707	unknown	alexis, heel
1708	put_direction-9.4	drop volcano in water
1709	unknown	put all in zipper except book
1710	roll-51.3.1	drop candles
1711	give-13.1-1	give pincer to marvin
1712	wipe_manner-10.4.1-1	wipe celery with napkin
1713	escape-51.1-1	climb beanstalk
1714	put_direction-9.4	drop bible
1715	unknown	get file
1716	unknown	get sharp stone
1717	learn-14-2-1	learn malyon
1718	remove-10.1	remove cap
1719	spatial_configuration-47.6	open portrait
1720	investigate-35.4	x dust
1721	unknown	take all but lantern
1722	unknown	ask man about eranti
1723	investigate-35.4	x desk
1724	appear-48.1.1	wake falcon with salts
1725	see-30.1	smell
1726	carry-11.4-1-1	push golden machine south
1727	learn-14-1	read plaque
1728	sight-30.2	examine boy
1729	crane-40.3.2	open secret panel
1730	spatial_configuration-47.6	open curtain
1731	fill-9.8	cover opening with blanket
1732	investigate-35.4	x grass
1733	slide-11.2	move moose
1734	give-13.1-1	give kappa to callimachus
1735	push-12-1-1	press north wall
1736	sight-30.2	x clock
1737	other_cos-45.4	open flask
1738	investigate-35.4	examine lemming
1739	crane-40.3.2	open copier
1740	unknown	get pendant
1741	learn-14-2-1	learn taclor
1742	sight-30.2	x paper
1743	learn-14-2-1	learn izyuk spell
1744	put-9.1-2	put gum on ass
1745	spatial_configuration-47.6	open notebook
1746	unknown	shoot mushroom with crossbow
1747	unknown	get boots
1748	banish-10.2	remove tank
1749	escape-51.1-1	climb up piano
1750	peer-30.3	look under loudspeaker
1751	learn-14-2-1	read opal scratch with glass
1752	other_cos-45.4	open gate
